동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,"이죄명을  위한
투표는
나라를  망치는일이다
김태우  후보님이
꼭  승리해야  합니다
민주당  선택하면
나라가  혼란으로  들어갑니다",점순 조,2023-10-09T00:00:18Z,1
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,김에게 정의를 보여줍시다.진교훈님 당선 응원합니다,dolma chiring,2023-10-07T01:15:17Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,진교훈  응원합니다,dolma chiring,2023-10-07T01:13:38Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,진교훈후보님. 승리바랍니다.  힘차게응원하겠습니다,혜숙 이,2023-10-06T03:06:31Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,응원할게요 꼭승리합니다,오 상훈,2023-10-05T15:06:49Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,진짜 관상은 과학인가봐요. 진교훈 관상이 넘 좋네요 💙💙💙,세진,2023-10-04T05:32:40Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,4000억벌겠다고??? 뭔일저지를까봐서 겁나요. 진후보님 !!!  까버려요,강화대장군,2023-10-03T04:16:20Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,맞아 네버티브 치중하다가 1%로 뒤집히면 진짜 큰일난다 네거티브 피로감 느끼는 사람많으니 부디 살림살이 공약 정책 내세워서 승리하시길...제발 꼭 이겼으면 좋겠다,어멍,2023-10-03T03:52:13Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,"기울어진 방송 
편향적인 보도 
맛을 잃은 소금  문 닫아야",하바람,2023-10-02T10:25:42Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,압승을해야합니다. 반드시 투표합시다.,한멋,2023-10-02T10:19:25Z,3
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,강서구민의 희망 진교훈 후보 입니다 진교훈 후보를 압도적으로 당선시켜 주세요,긍정,2023-10-02T00:11:20Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,진교훈 강서구청장님 응원합니다 승리하십시요 강서구민의 희망 입니다,긍정,2023-10-01T23:57:35Z,1
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,40억은  애교 철도부지  개발해서 매년 1천억  터건족과  5살 훈이랑  빼먹겟습니다 대장동으로 1조 넘게 이익인데 우리는  100억 클럽  만들겟습니다,upup power,2023-10-01T22:36:17Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,"🗣진교훈~투표조작할수있어니까 개표🧾할때,진교훈씨👨‍👩‍👦‍👦가족들이  👬다🗣밤새도록🌗지켜보세요🙏 😲조작할수있어요 🙏제발🙏🙏🙏",이모님,2023-10-01T14:00:17Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,진교훈 후보님 인상도 따뜻해보이고  인격도 휼륭해  보이셔서 너무 좋습니다💙💙💙💙💙💙💙💙💙,카라,2023-10-01T13:22:36Z,2
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,진교훈 후보님 압승을 기원기도합니다.이번 선거가 윤석열 매국노 정권을  규탄 심판에 시간이 되리라 진심  믿습니다!!!!!!!!!  압~~승  !!!!!!!!!,카라,2023-10-01T13:20:55Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,"강서구민의 상식적인 판단을 믿습니다.
진교훈님께 투표합시다!",트레져,2023-10-01T13:06:49Z,2
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,여러분 진교훈후보는 진짜진짜 진국입니다. 우리 꼭 밀어줍시다.,굽은나무,2023-10-01T12:54:48Z,1
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,"진교훈 후보를 비롯한 더불어민주당과 그 지지층은 검수완박과 검경수사권 조정으로 인해 발생중인
짭새경찰의 잇다른 근거없는 고소고발 반려/각하 및 불송치와 그 엉터리 형편없는 초동수사와 초동조치의 연속으로 고통받는
민생범죄 피해자와 유가족분들 심정좀 똑바로 판단해주시길.

추가로 민주당은 검찰 정상화가 아닌 짭새경찰 편애를 하고있는 것이다.",장현성,2023-10-01T11:41:06Z,0
"[시선집중] 진교훈 강서구청장 후보에게 듣다 - 진교훈 더불어민주당 강서구청장 후보, MBC 230925 방송",2023-09-25T01:45:14Z,651,"뻔뻔한 후안무치 국짐당 범죄자를 후보를 낸것은 강서구민 자존심을 건드린것임 반듯이 압승으로 윤석열 검찰독재 무능정부 폭정을 막아냅시다
진교훈후보 승리로 갑시다 응원합니다 화이팅",김종환,2023-10-01T06:28:39Z,1
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,이재명대표님  건강하셔야 해요  사랑합니다,이경희,2023-10-09T08:43:53Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,이재명대표님  얼굴뵈니 반갑습니다,석류,2023-10-07T13:05:43Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,햐. 듬직 합니다. 진후보님 !!!!,조혜원,2023-10-07T08:23:40Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,투표하고 이잼보러갑니다,minsuk jeung,2023-10-07T06:00:07Z,1
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,승리합시다 !,오기웅,2023-10-03T21:02:58Z,1
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,진교훈님꼭승리하셔야됩니다 개표하는날잘지켜야합니다,생존,2023-10-03T10:18:32Z,2
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,믿음이 확 가네...진교훈 후보,Existent Instinct,2023-10-02T22:53:01Z,1
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,낙선예감,태산,2023-10-02T21:59:02Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,약올리네  그렇게라도 하야겠지 ᆢ 겜 명령자 치소서 ᆢ 심판하소서 딸 ᆢ 네 했다 ᆢ 치셨어요 ᆢ 그래ᆢ 이찬수좀 하세요 명령좀 못하게요  ᆢ내가하마 ᆢ 저주쏘는거 보세요 ᆢ 쇄 머리는두고 꼬리만 치세요 ᆢ 기다려봐라 했잖니 아빠도뚜껑 열린다 ᆢ ㅎㅎ,정희 조,2023-10-02T17:21:03Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"주님겜 명령자 누굽니까 ᆢ 하나님의교회 지성화목사 여자 동성애자 세월호 범죄자 자식이오ㅡ 형제 ᆢ재물은요 51300조 6000억 주님 ᆢ그는 죽고 네 것이다 ᆢ아멘 할렐루야 
겜 명령자를 치소서 심판하소서 ᆢ 그래ᆢ 심판하소서 ᆢ내가하마ᆢ 아니 이걸 누가 누굽니까 ᆢ 이찬수 ᆢ 참 답없네요 ᆢ 주님 아들 걱정말라셨어요 ᆢ 그래 치소서 ᆢ 역사하소서 예수님 이름으로 선포하노라",정희 조,2023-10-02T16:58:11Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,주님 식소리땜 열받아서 욕하는거 보세요 ᆢ 안다ᆢ 식말씀하실겁니까 ᆢ 그가 죽으니 어쩌겠니 ᆢ 아무리 그려셔도 안죽을거 아나봐요 저주 명령까지 하자나요 딸 악해서 깨닫지 못함이야 ᆢ 그럼 저는 뭐 안해요 ᆢ 그래 ᆢ 아빠가 맘이 안좋다 ᆢ 죄송합니다,정희 조,2023-10-02T16:53:03Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,주여 오타고치지 못하게 방해질자 누굽니까 ᆢ하나님의교회 노칠성목사 동성애 세월호 범죄자 재물은요 3798조 2000억  64세 하나님께서 심판하신다 잘가라,정희 조,2023-10-02T16:50:14Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"하나님 11일날 보궐선거에 국힘 후보님들께 몰표 주시옵소서 주님 악인당 심판하셨으니 애국당에 몰표 주셔서 국민의 심판을 지대로 받게 하소서 ᆢ 내가하마 ᆢ 아멘 할렐루야  
악인들의 개쪽된 낮짝  ㅋ아버지 감사합니다 영광드립니다 우리 대통령님께 새 힘 더하시고 정치의 참 복을 주시옵소서 믿사옵고 예수님 이름으로 기도합니다 아멘",정희 조,2023-10-02T16:46:30Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"민주당 믿고 재물 끌어안고 욕심 부리다 은팔찌 차게 될거다 예수님 이름으로 선포하노라 거기다 나를 죽이련 음모죄 포함 우리집 애들아빠 살해 명령까지 포함 ᆢ 잘해봐라ᆢ 욕얼마든지 해라
아무리 거짓말쟁이라도 핑계 아니다 못 할것은 창조주 평화의 왕으로 오신 분이 증인이시다 ᆢ 할렐루야",정희 조,2023-10-02T16:29:51Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"딸아 ᆢ 네 주님 ᆢ 이찬수 떡됫다 ᆢ감사지요 죽지 않는 건만도 ᆢ 그치ᆢ 네 ᆢ 너는 어쩔래 ᆢ 몰유 ᆢ이찬수 ᆢ 어쩌긴요 몰요 ᆢ식말이다 ᆢ 저사람 죽을거자나요 니가 식해주면 내가 살린다 ᆢ 휴 모르겠어요 ᆢ 감이 안와요 ᆢ 생각해볼래 ᆢ 네

주님 살기 싫은가봐요 여자가 좀 많아요 욕하자나요 ᆢ 그래 ᆢ 미안하다 ᆢ 죄송합니다 저사람땜 죄짓기 싫어요 ᆢ 안다 ᆢ 사랑하노라 ᆢ 아멘 할렐루야",정희 조,2023-10-02T16:19:31Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"이찬수 명령으로 저주쏜자 연세 김중선목사 동성애 세월호 범죄자 재물은요 47800조 허이고 재물이 인격이여 ᆢ 디진다 하나님께서 심판하신다 잘들가라  자식이요 둘 
주님 ᆢ네것 ᆢ 할렐루야 할렐루야
아니주무시네 힘이 남아도나 ᆢ",정희 조,2023-10-02T16:11:01Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,같은 자리에 앉았는데 봉합이 잘안되서 표시 팍팍나네ᆢ,정희 조,2023-10-02T16:02:44Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"대표님 👍 
진교훈님 
꼭꼭 당선하세요🎉응원합니다",최우정,2023-10-02T16:01:48Z,1
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,"애교 맞지.

박원순 오거돈 성범죄 재선거 800억 vs 김태우 40억.
무려 20배 차이임.

박원순 오거돈은 성범죄 재선거.
김태우는 문재인 청와대 비리고발 재선거.
단지 법의 상충 문제로 구청장직 상실.
정의로워도 손해보는 세상 ㄷㄷㄷㄷ",산적아저씨,2023-10-01T19:28:48Z,0
"[LIVE] 강서구를 빛낼 최고의 구원투수, 진교훈 후보님의 승리를 확신합니다",2023-09-06T02:17:42Z,12913,반듯이 당선되야합니다~~,이루,2023-09-30T04:48:21Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"응원합니다.
뻔뻔하고 안하무인인 그리고 몰염치한 국민징 을 반드시 박살냅시다.",Ben Choi,2023-10-02T21:18:22Z,1
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"애교 맞지.

박원순 오거돈 성범죄 재선거 800억 vs 김태우 40억.
무려 20배 차이임.

박원순 오거돈은 성범죄 재선거.
김태우는 문재인 청와대 비리고발 재선거.
단지 법의 상충 문제로 구청장직 상실.
정의로워도 손해보는 세상 ㄷㄷㄷㄷ",산적아저씨,2023-10-01T19:28:35Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"진교훈 1번
진교훈 1번진교훈1번
강서구를지켜줄사람
전국민의강서구청장후보님
진짜일꾼
진뵤훈
강서구청장
진교훈1번 화이팅
이재명대표님 과함꺽
나라의미래를함ㄲ니ㅣ해야할사람
진교훈1번꼭눌러요",은숙 김,2023-10-01T07:52:28Z,1
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,❤❤❤❤❤❤❤❤❤,류난희,2023-09-30T23:14:34Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,김태우의 죄를 알기쉽게 영상으로 설명해주세요. 부탁드립니다. 주위에 알리기 위함 입니다.,콩콩이🐶,2023-09-30T08:44:58Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,델리민주tv 보다 황기자tv 가 더 유명하고 광폭 입니다. 정신들 차려라,복순이,2023-09-29T22:16:35Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,사돈이 강서구살아서일요일일정보고 같이 응원가렵니다,이순자,2023-09-29T19:02:15Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,진교훈 화이팅❤,이순자,2023-09-29T19:00:25Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,🔥🔥🔥👍 민주당 강서구 진교훈 전략팀 뭐하는데 대놓고 지겠다 뜻인가 누가 그렇게 하라고 지시 햇냐 철저히 조사하라 단 1시간도 여유 부릴때 아니다 마약 탈락 됨 싹  조사하라 🔥🔥🔥,이잼승리 대동세상 ,2023-09-29T13:21:29Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"진교훈후보캠프 에  당직자들 너무안일합니다
다른당은 죽기살기로하는데ᆢ뭐하는겁니까",김경숙,2023-09-29T13:05:40Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,좀 넓은대서 하지 . 없어 보네,루카스TV,2023-09-29T11:59:52Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,❤크게 승리해서 희망을주세요😂😂😂,조홍형,2023-09-28T22:56:14Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"방식이 지금껏 하던 옛날 방식은 좀 바꿨으면 합니다
검찰공화국이 국민을 탄압하고 민생이
슬픔뿐인데 공감하는 위로의 음악과 메세지를 담아야 합니다!!",jihoon,2023-09-28T10:35:26Z,1
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"이재명 대표님께서 단식 중에서도 임명장을 주시던 모습을 잊을 수가 없읍니다
병상에 있는 와 중에서도 
이재명대표님이 첫 당무보고를 받으셨읍니다
이번 강서구 구청장 선거를 중시하시고
계십니다
진교훈 강서구 구청장 후보님은 반드시 승리 하십니다
수고하십시오",킬리만자로의 표범,2023-09-28T09:01:06Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"저번 선거가 명분과 민주가 없어서 졌습니까...아파트값의 관능으로 졌습니다
서민이 정의롭다고요? 선함을 강요당한거죠..그들이 서민을 버릴 수만 있다면 당이건 정의건 한 낫 구호입니다 .. 그들은 투표지앞에선 자신의 집 값을 계산합니다 
국회의원도 마찬가지고요...이 명백한 사실을 외면하면 또 지지요...",H3,2023-09-28T08:22:59Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"강서구청장 사전투표또한 강서구 내에서만 가능합니다<<<<<<<다른 사전투표와 달리 전국에서 진행되는거 아닙니다~^^강서구청장 사전 투표일 10월 6,7일👈🏻본투표 10월11일 진교훈후보님 파이팅",하비,2023-09-28T06:42:42Z,1
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"진교훈
구청장 후보 당선을 확신 합니다.",김영남,2023-09-28T04:41:25Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,진교훈   후보님  꼭승리하여   멧돼지의   횡포를  심판해   주시길   응원하며    필승~~!,모닥불,2023-09-28T03:19:30Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,윤석열과김건희나지켜주기.위해선진들의수만은피흘려세운.민주주의가아닙니다.이제명과함께다시민주공하국.대한민국.부활.,채심 설,2023-09-28T02:43:52Z,0
진교훈 서울 강서구청장 후보 진짜캠프 개소식,2023-09-24T06:10:58Z,8920,"진교훈   후보님    
응원 합니다
꼭     승리   승리
🙏🙏🙏🙏🙏🙏🙏",최은하 파라,2023-09-28T00:26:11Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,진교훈 승리,이영희,2023-10-09T13:56:52Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,"진.교.훈. 1번 투표하면 이긴다. 미운정 고운정 민주당 정말 애증관계인데 강서구청장선거에 많이 준비한게 눈에 보입니다. 민주당 지지자들 기세도 그렇고 많이 달라진게 보여요. 
강서구에 김행-불이 아니라 19년 강서구 토박이 특급 행정가 진교훈 후보에게 한번 맡겨보세요! 한표 추천합니다! 
정치는 국민을 사랑하는 마음으로부터!  오늘보다 더 나은 내일을 약속하는 희망을 주는 정치. 민주당 잘 정비해서 꼭 해주세요",인생은아름다워,2023-10-09T12:22:56Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,민주당은  해체가  정답이다,점순 조,2023-10-09T11:11:45Z,1
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,"잘 하실것 같습니다 
진교훈 후보님 
멀리서 응원합니다 
강서구 지인7명 모두 진교훈 후보님께 표 드린답니다",이게 나라냐,2023-10-08T17:59:59Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,"정말 어디 계시다가 오신분!
열심히 사신분이란게 말씀하실때
느껴집니다
앞만보고 가세요!",jpajya,2023-10-08T15:05:20Z,1
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,부인도 인상 좋으시네요.,보리 가족,2023-10-07T16:21:41Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,저당 소속인들의 말. 말. 말은 잘하였지?  신뢰는 영아니지.,하창민,2023-10-07T11:50:51Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,진교훈의얼굴에 야비함이보이네.나만그런가 ??,H B,2023-10-07T11:32:17Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,진 교훈 후보님 화이팅!!  민주당 화이팅!! 이기자 빈 교훈 !!  함께가자 !!  진정한 민주주의 로!!,Mio,2023-10-06T03:56:50Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,진교훈 꼭승리하세요,망고,2023-10-05T12:37:32Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,진교훈 화이팅♡♡♡,서창원,2023-10-05T10:42:06Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,"화곡2동 주민센터 인근 도심공공복합사업 폐지하라
추진위는 LH에서 월급받아 분담금 내면 된다.
LH 월 4~500만원  월급나오고 매달 사무실 운영비 2천만원 이상 나온다. 
빌라소유주들은 들러리고 희생양이다",Boseok Lee,2023-10-05T05:53:22Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,"김태우 실거주법  위반으로 고발 조치 하세요???   민주당은 뭐 하는지??????????????????????????????????????????????????????????????????????????????????????????????????????????????
고발 했는가요????",남성자유,2023-10-05T03:46:23Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,장애인도 강서구 구민이고 서울시민이고 대한민국 국민이고 사람입니다.,반가운 신유다 TV,2023-10-05T03:45:14Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,윤석열 정권의 폭주를 막아주시고 장애인 권리 보장과 탈시설예산 그리고 이동권 보장 부탁드립니다.,반가운 신유다 TV,2023-10-05T03:43:47Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,진교훈 후보님 화이팅,반가운 신유다 TV,2023-10-05T03:42:54Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,강서구에 거주하고 계시는 장애인들에게 알기쉬운 그림투표용지를 제작해서 강서구 장애인분들이 투표할수 있도록 도와주세요.,반가운 신유다 TV,2023-10-05T03:41:33Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,"더불당에게 표주면
나라 망치는길",이경선,2023-10-05T02:21:45Z,0
[현장] 진교훈 더불어민주당 강서구청장 후보 선대위 출정식/2023년 9월 28일(목)/KBS,2023-09-28T06:59:06Z,4138,김태우 파이팅!,이경선,2023-10-05T02:20:34Z,0
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,용혜인 의원  넘 좋다.민주당 수박들 수십명보다 몇배 낫다.최고다.,진돗개,2023-10-10T01:32:13Z,0
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,구김당은 입만열면 尹정권의 안정을 위해 자당후보를 찍어달라 외친다. 뭐 개같은소리? 스스로 국가의 위기를 자초하여 국가 신용도는 물론 국민들의 삶을 황폐화시켜 구렁텅이로 몰아넣는데 안정 좋아하시네~,石河,2023-10-10T01:30:17Z,0
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,용혜인 의원님 화이팅입니다❤❤❤,조철민TV,2023-10-10T01:28:19Z,1
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,똑순이 용혜인 의원님 응원합니다 진교훈 힘내세요,광식,2023-10-10T01:26:00Z,0
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,용혜인 🎉🎉,아29이게나라냐?,2023-10-10T01:25:46Z,0
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,"♦ 민주시민 여러분 ~ ‘뉴탐사’ 많이 ‘구독’ 눌러주시고 ‘후원’도 우리가 적극적으로 밀어줍시다 !
♦ ‘거짓뉴스’가 까맣게 뒤덮혀 있는 대한민국 현상황에 몇 안되는 ‘정상적인 언론’ !
   자본과 권력에 맞서 진실을 알리는 ‘뉴탐사’를 막강하게 키워냅시다 ! 
♦ ‘성숙한 민주주의’가 쉬운거면 ‘가치가 있겠어요? ’ 국민들 다같이 힘겹게 이뤄내니까 ‘귀하고 가치있고 
    전국민의 자존감‘ 이 올라가는 과정이죠",구조적 평등한 나라,2023-10-10T01:25:18Z,0
"용혜인 의원, 진교훈 민주당 강서구청장 후보 지원 유세! ""강서구청장 보궐선거, 정권 심판의 시작이 되어야""",2023-10-09T11:51:02Z,13232,용혜인은 믿게 됩니다.^^,영희,2023-10-10T01:25:11Z,0
