동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,"정의당은 나오지마
중심도 없는당",용은 박,2023-09-12T12:06:45Z,0
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,전형적인  구호만 따땃한 ㅋ,소리샘,2023-09-12T05:46:43Z,1
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,정의당  인제 없다  끝 ㅋ   ㅋ   ㅋ,주먹이운다,2023-09-11T23:28:34Z,2
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,아직도 정의당2  있나??,조치정말,2023-09-09T15:31:30Z,2
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,"정의당?
옛다.필요없다.
윤똥개 ㄸ까리들
심상정?웃기고있네",허공,2023-09-07T23:18:36Z,0
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,꺼져라 정의당!,JH,2023-09-01T03:05:29Z,0
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,민주당 뽑다가 이제 정의당 찍으러 갑니다  저는 당일날투표하러 출근전에 갈게요.,민중총궐기,2023-10-07T11:40:53Z,4
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,진보 기생정당이 진보에 표받고 보수에 붙어 정치하고선 뻔뻔하네요,자바바,2023-10-07T04:09:31Z,0
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"심상정아 너히 정의당은 이미 국짐 2중대 잖아.
정의당 노회찬 바라보면서 그래도 정의당을 믿어 봤었지만 심상정 너는 국짐 2중대 일뿐인다.
앞으로 내가 죽을때 까지 정의당 찍을 일은 없을듯.
이전에 전두환 시절에 민주정의당 이랑 같은 이름으로 생각 되기 시작한다.
심상정아 제발 정의당 니들 잔당 이끌고 꺼져 주라!!",member yuji member yuji,2023-10-06T21:45:06Z,0
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,선택적정의당 이라 바꾸심이.....,김희용,2023-10-06T13:23:46Z,1
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"정의당, 아니야정의당해채
권수정,헛소리잘하네",김,2023-10-06T12:02:02Z,0
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,아무리 그래도 정의당은 아냐,이환웅,2023-10-06T07:49:08Z,1
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,표줄 유권자도 없을텐데 왜 나왔을까? ??,LasT K,2023-10-06T06:11:31Z,1
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,심상정의당 니들맘대로 되나보잨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,코나와요,2023-10-06T05:37:41Z,3
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,정의당 화이팅,수원딴따라,2023-10-06T05:14:46Z,1
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,거 기본소득당 좀 보고 배우고세요 ㅋㅋㅋ. 고 노희찬 의원 한분 그림자 아래에서 산소 호흡기 달고 살아가는 정의당씨. 부끄러움이란게 느껴지지 않으세요?,SangMin Lee,2023-10-06T04:58:22Z,0
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,국민의 적인 정의당,drama1372,2023-10-06T04:45:11Z,2
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"댓글에 정치과몰입 극성 민주당 지지자 분들이 많으시네요. 
이런 시대 또한 지나가겠죠... 거대양당이 망쳐온 정치 지긋지긋합니다.

권수정 후보님 살아오신 과정도 그렇고, 말씀도 잘 하시고, 설득력 있게 느껴집니다. 
건투를 빕니다. 지지합니다.",동아시아의 모르는 이야기,2023-10-06T03:47:58Z,2
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,앞으로 내인생에  정의당에  표줄일 없다.    예전표  환불 받고 싶다.,이환,2023-10-06T03:44:40Z,3
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,정의당엔 이상한 애들만 남았구나...노회찬 유시민 떠나고 쫑이지,토끼사냥,2023-10-06T03:34:01Z,4
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"정의당이 아직도 있었나? 
ㅋㅋㅋㅋㅋㅋ",격노 자판기 븅석열,2023-10-06T02:39:55Z,2
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,정의당은 우리나라에서 도대체 멀하려고하는것일까?,Lee Mr,2023-10-06T01:55:14Z,3
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"거대양당에 반대해서 당만큼은 정의당 지지했지만, 지금은 아니다.
민주당에 반대만 하다보니 지금은 국힘2중대로전락. 진보쪽을 강화해야되는데 오히려 역행하니 한심",한선구,2023-10-06T01:38:41Z,5
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,거대 양당 정치를 끝내야 한다는 것에 공감! 냉랭한 마음을 되돌리는 외로운 싸움을 잘 싸워 나가시길...,Bolog,2023-10-06T01:02:54Z,1
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"아직도. 정의당 간판달고 주둥아리 놀리는
애들 인터뷰 하고. 공중파 타게하는 행위를 하네.  김종배씨.  얘기는 사람하고 하는 겁니다.",조대흥,2023-10-06T01:00:15Z,1
"[시선집중] 권수정 강서구청장 후보에게 듣다 - 권수정 정의당 강서구청장 후보, MBC 231006 방송",2023-10-05T23:11:27Z,27,"국힘하고 후보단일화 안했음?
뻔뻔한 정의당",사람좀살자,2023-10-06T00:41:52Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,"이 사람아

당신은 뉴스에서 봤어

노동운동대변인 멋져

하지만 당신 번지수  정의당은  
국민들눈에서 끝났어

민주당으로 가  !

아니면  당신이 혼자 당을 만들던

당신 그 농동정신 순수함 만으로

정의당 씨발년놈들 국짐당2중대 
누가 너희를 뽑니",쑝,2023-10-09T23:22:28Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,아~~~국힘당제2당 ㅎㅎ잘해보셈,김동화,2023-10-07T17:31:16Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,꺼져…,idolatom,2023-10-07T12:19:30Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,정의당 해체가 답이다 휘발련  정신차리세요 제발,이훈,2023-10-07T09:44:30Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,"정의당 색 노란색? 싹수가 노랗다.
윤통 탄생 1등 공신 정의당은 꺼져라~~~",안볼란다,2023-10-06T23:33:16Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,정의당 사퇴가 정의다,창묵,2023-10-06T22:31:48Z,1
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,정의당은이제없어져야 ㅡ할집단이다ㆍ있으나마나한정당,이상대,2023-10-06T17:21:25Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,왜나온거니,크리스탈,2023-10-06T15:42:50Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,기본소득당이 3번으로,Jack Black,2023-10-06T14:16:21Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,심상정이 대권 완주하는 순간 니들은 끝났다..총선에서 지역구 1석이라도 받으면 내 손모가지 건다..,부동산경매 초보가고수되기,2023-10-06T03:51:39Z,1
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,다시고향으로 돌아가시길.....,kyung min choi,2023-10-05T18:52:02Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,당을 잘못골랐다....진보정치를 누구한테배웠냐????,kyung min choi,2023-10-05T18:50:15Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,"정의당?
정신차려라
정의당은 정의가 없는 당이다
우리의 노회찬의원님도 지키지못한당
부끄럽지 않는가
제발 정의당 소멸하라",밝은달,2023-10-05T14:16:57Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,🐕,은명,2023-10-05T12:57:38Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,"웃기는 말 그만하시쥬.
거짓말  듣기싫어유.",BTS607,2023-10-05T12:27:57Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,"심상정..있는 정의당
과연 국민들이 찍을까?
몰..추구하는 정당인지 의문스럽다",young ho jung,2023-10-05T12:25:30Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,"정의당 버리고 용혜인이 있는 기본소득당으로 옮기세요.
정의당은 더이상 진보당이 아니고 페미정당이고 국힘 2중대 입니다. 우리는 역대 최악의 대통령을 목도하고 있고 윤대통령의 당선에 일등 공신이 정의당 싱상정입니다. 국가의 대계가 아니라 분노로  진보당인 민주당을 버린 소인배 정치를 한 정의당에 다시는 투표를 하지않을 것임. 나는 비례에 반드시 기본소득당에 투표할 것임.",최정권,2023-10-05T10:08:21Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,한심한 정의당 나부랭이들아. 친히 조언하나해주마.. 니들이 살길은 국짐 지지자들에게 비례를 구걸하는 거다. 그거말고는 없어.,겨울하늘,2023-10-05T07:11:37Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,근데? .  뭐?  정의없는 정의당. 권력에 빌붙은 정의당 .. 내년부터는 제발 볼일없기를 .. 국민을 개돼지로 아는 국짐당과 니들이 다른게 뭐냐?,겨울하늘,2023-10-05T07:10:30Z,0
"""강서구가 제 삶의 전부가 되고 있습니다.”ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T05:44:41Z,96,정의당은 물물 요리조리 미꾸라지,이사나,2023-10-05T06:17:47Z,0
[강서구청장 보궐선거] 권수정 후보 공식선거운동 첫 발언 1분 정리_SK broadband 서울뉴스,2023-09-28T09:35:00Z,4,정의당과 강서구 미래뿐 아니라 대한민국의 정치의 미래를 바꾸실 듯.,민중총궐기,2023-10-03T01:00:32Z,0
[강서구청장 보궐선거] 권수정 후보 공식선거운동 첫 발언 1분 정리_SK broadband 서울뉴스,2023-09-28T09:35:00Z,4,"에휴  비례 정의당 찍은 내가 미친거지ᆢ
퉤 ~  정의당이아니라
마귀당이다",어꺼으찌부,2023-09-29T01:23:25Z,1
[강서구청장 보궐선거] 권수정 후보 공식선거운동 첫 발언 1분 정리_SK broadband 서울뉴스,2023-09-28T09:35:00Z,4,정의당 아직 해체안되었나?,손자사랑,2023-09-29T00:00:36Z,1
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,친일파는 적군파고 민족주의자는 보수다,이병열,2023-10-08T23:32:47Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,이런것들이 변호사,이병열,2023-10-08T23:28:07Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"야 ~~
나경원 정신 차려라
자존심도 없네 국힘에서 공천바라고
존심 다 버렸네
ㅎㅎㅎ",여단비,2023-10-07T02:31:21Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"대선때 이랬으면 나라가 요모양 안되었겠지~^^
40억 껌값후보  대단하다 국민세금이
줄줄하네~!!  못난이들~!!",정향숙,2023-10-06T05:22:06Z,2
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,선거때만 국민찾는 더부러봉투당 다 해먹고 나면 국민위에 존재하는 저 지겨운 놈들 퇴출시켜야 합니다,태산,2023-10-05T20:26:44Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"이재명 보궐선거 병상에서 인터뷰하는데
독립운동했나월남전에갔나 수해복구하다다쳤나 구속피할려고입원했는데",이석호,2023-10-05T20:25:06Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"화곡2동 주민센터 인근 도심공공복합사업 폐지하라
추진위는 LH에서 월급받아 분담금 내면 된다.
LH 월 4~500만원  월급나오고 매달 사무실 운영비 2천만원 이상 나온다. 
빌라소유주들은 들러리고 희생양이다",Boseok Lee,2023-10-05T05:53:09Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"강서구주민들 정신차리고 투표하셔야 합니다 
숫자많다고 지금까지 해온 민주당 폭력정치 네로남불 도둑질 거짓선동괴질 민주당은 야당이 아니예요 숫자많다고 지금까지 해온 폭력정치 오직 대통령과 정권을 무너뜨리고 헐떳기위해 얼마나 괴질선동 앞잡이 되어 범죄짓을 하고 거짓말을 만들어온 민주당은 야당이 아니고 정치깡패예요 도둑놈들 한표도 찍어주면 안되요 진정한 야당은 새로 생겨야합니다 중범죄인 이죄명이 있는한 그밑에 있는놈들 모두 범죄짓밖에 안합니다 윤대통령 얼마나 정직합니다 오직 국민과 경제살리겠다고 가는 대통령 이제 1~2년된 대통령을 클어내리기에만 혈안이된 좌파 이죄명은 사형감이예요 더이상 존재하면 안되고 체포해야되요",바우,2023-10-05T03:44:02Z,1
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,강서 구민은 호구가 아니다 인천계양이 호구지,ssu,2023-10-03T01:47:48Z,1
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,윤석열이 옆에는 전부 이상한 놈들만 있네 참 기가 찬다,너와 함께,2023-10-02T23:16:26Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"문재인 정권시절 청와대의 엄청난 비리들을 폭로했다가 억울하게 강제퇴직되어 구사일생으로 구청장에 당선되어 직을 잘수행하고 있는 양심적인 분을 얍삽한 판결에 억울하게 구속되었다가 석방되어 제출마 당선되어야함은 사필귀정이다. 
보궐선거비 40억원이 문제가 아니다. 이분이 꼭 당선되어 공직사회의 기강을 바로 잡는 계기가 되어야 한다.",《자스민》,2023-10-02T22:06:05Z,1
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"이상태에서 이재명당을 찍는다
참 한심하다
  싸움상대가 안되는데  웃기는 인간사   세상이 바뀌는데는  각 개개인의 지식 ㆍ ㆍㆍㆍㆍ",맑은  세상,2023-10-02T15:55:13Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"아이고 진짜 깜도. 아닌 사람이 어떻게 구청장. 
그리고 40억 아이고 지랄을 한다",이동식,2023-10-02T14:28:11Z,1
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,김태우 의인님을 기다리는 강서구 주민입니다,권숙현,2023-10-02T11:41:45Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"강서 주민들을 얼마나 하찮게 봤으면
보궐선거 치르게한 한 주범인 김태우를
다시 보궐선거에 나오게 하다니 강서 주민들 엿 먹이는 거죠",Oilf,2023-10-02T11:23:32Z,3
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,김태우 응원합니다 파이팅입니다.,byungkil.,2023-10-02T11:11:49Z,0
강서구청장 보궐선거 D-10…여야 총력 지원 | 뉴스A 라이브,2023-10-01T04:52:04Z,407,"영혼없는 댓글에
누가 속을까?",조정윤,2023-10-02T09:38:38Z,0
